sentence,label
oh the worst one was in cannes when your curling iron burnt a hole in my new dressing gown,1
laughter that was quit a rouser was not it,1
oh i did not hit you very hard,1
i should never forget his face laughter,1
we were very much younger then,1
only a trivial little broach,3
not at all i quite like it i wear it often,3
oh maybe a little nothing serious,3
well what of it,3
well it gave him a lot of pleasure and it did not hurt me,3
no thanks,3
it is becoming a habit with you,3
just making myself fascinating for you,3
no it isn t,0
no it it is not be quiet,0
yes i did quite a lot,3
you always had a weak head,3
not would you shut up,0
very well if you have to be boorish and idiotic,0
you are far too temperamental try to control yourself,0
go away go away i i hate you,0
you know what i am sick and tire of listening to you you are a you are a total sadistic bully,0
stop would you just go away i mean you are conceited and overbearing and utterly impossible,0
this is the end do you understand me this is the end,0
yes i am let go with me,0
you are a cruel fiend and i i loath you i thank god i realized who you are before i decided to marry you again oh my god never,0
beast,0
brute,0
pig,0
well that is a nice point of view i must say,0
me too bored stiff,0
do you want some brandy,3
i think i will have a little,3
amanda really,0
it is a pity you did not have a little bit more brandy it might have made you a little less disagreeable,0
they snap,0
so did you see much of peter burden after the divorce,3
you must have let him kiss you quite a good deal more then huh,0
i am sure you had a riotous time no restrain at all very enjoyable you never had much anyway,0
i am not the slightest bit drunk,0
i do believe that i have said already that i had three minuet liquor glasses of brandy in the entire evening a child of two could not get drunk of that,0
